payment_id,order_id,transaction_reference,payment_method,payment_status,amount,currency,installments,provider,authorized_at,paid_at,refunded_amount,failure_code,failure_reason,created_at,updated_at
469,1509,SIM-e689600cb09a48d88593edccf2025562-30,PIX,CANCELLED,194.56,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
470,2015,SIM-e689600cb09a48d88593edccf2025562-31,PIX,APPROVED,461.18,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
471,1124,SIM-e689600cb09a48d88593edccf2025562-32,CREDIT_CARD,APPROVED,508.11,BRL,6,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
472,890,SIM-e689600cb09a48d88593edccf2025562-33,CREDIT_CARD,APPROVED,68.15,BRL,2,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
473,575,SIM-e689600cb09a48d88593edccf2025562-34,CREDIT_CARD,APPROVED,337.53,BRL,3,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
474,1489,SIM-e689600cb09a48d88593edccf2025562-35,PIX,APPROVED,95.81,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
475,1636,SIM-e689600cb09a48d88593edccf2025562-36,CREDIT_CARD,APPROVED,111.10,BRL,6,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
476,811,SIM-e689600cb09a48d88593edccf2025562-37,PIX,APPROVED,99.00,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
477,1475,SIM-e689600cb09a48d88593edccf2025562-38,PIX,APPROVED,307.50,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
478,1402,SIM-e689600cb09a48d88593edccf2025562-39,PIX,APPROVED,199.23,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
479,524,SIM-e689600cb09a48d88593edccf2025562-40,PIX,APPROVED,395.78,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
480,2024,SIM-e689600cb09a48d88593edccf2025562-41,CREDIT_CARD,APPROVED,116.00,BRL,6,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
481,1457,SIM-e689600cb09a48d88593edccf2025562-42,CREDIT_CARD,PENDING,403.90,BRL,1,sim_gateway_aurora,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
482,304,SIM-e689600cb09a48d88593edccf2025562-43,BOLETO,PENDING,57.91,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
483,373,SIM-e689600cb09a48d88593edccf2025562-44,PIX,APPROVED,724.08,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
484,1393,SIM-e689600cb09a48d88593edccf2025562-45,BOLETO,PENDING,557.67,BRL,1,sim_gateway_aurora,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
485,1047,SIM-e689600cb09a48d88593edccf2025562-46,PIX,APPROVED,609.81,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
486,1537,SIM-e689600cb09a48d88593edccf2025562-47,DEBIT_CARD,APPROVED,300.95,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
487,404,SIM-e689600cb09a48d88593edccf2025562-48,CREDIT_CARD,APPROVED,149.74,BRL,6,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
488,388,SIM-e689600cb09a48d88593edccf2025562-49,CREDIT_CARD,APPROVED,306.17,BRL,3,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
489,1230,SIM-e689600cb09a48d88593edccf2025562-50,CREDIT_CARD,APPROVED,480.38,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
490,2032,SIM-e689600cb09a48d88593edccf2025562-51,CREDIT_CARD,APPROVED,563.48,BRL,6,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
491,2008,SIM-e689600cb09a48d88593edccf2025562-52,CREDIT_CARD,APPROVED,519.09,BRL,2,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
492,293,SIM-e689600cb09a48d88593edccf2025562-53,PIX,APPROVED,270.89,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
493,716,SIM-e689600cb09a48d88593edccf2025562-54,CREDIT_CARD,APPROVED,293.48,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
494,1670,SIM-e689600cb09a48d88593edccf2025562-55,CREDIT_CARD,APPROVED,164.81,BRL,2,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
495,394,SIM-e689600cb09a48d88593edccf2025562-56,PIX,APPROVED,2589.42,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
496,755,SIM-e689600cb09a48d88593edccf2025562-57,PIX,PENDING,625.17,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
497,375,SIM-e689600cb09a48d88593edccf2025562-58,PIX,APPROVED,2537.73,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
498,1026,SIM-e689600cb09a48d88593edccf2025562-59,PIX,APPROVED,144.59,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
499,270,SIM-e689600cb09a48d88593edccf2025562-60,PIX,APPROVED,240.87,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
500,1993,SIM-e689600cb09a48d88593edccf2025562-61,PIX,APPROVED,92.47,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
501,411,SIM-e689600cb09a48d88593edccf2025562-62,CREDIT_CARD,APPROVED,500.60,BRL,2,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
502,1492,SIM-e689600cb09a48d88593edccf2025562-63,CREDIT_CARD,APPROVED,218.59,BRL,2,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
503,1271,SIM-e689600cb09a48d88593edccf2025562-64,CREDIT_CARD,APPROVED,89.41,BRL,3,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
504,1880,SIM-e689600cb09a48d88593edccf2025562-65,CREDIT_CARD,APPROVED,207.99,BRL,3,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
505,1160,SIM-e689600cb09a48d88593edccf2025562-66,CREDIT_CARD,APPROVED,91.00,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
506,1936,SIM-e689600cb09a48d88593edccf2025562-67,CREDIT_CARD,APPROVED,69.97,BRL,2,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
507,1424,SIM-e689600cb09a48d88593edccf2025562-68,CREDIT_CARD,APPROVED,165.39,BRL,2,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
508,1386,SIM-e689600cb09a48d88593edccf2025562-69,PIX,APPROVED,787.27,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
509,1088,SIM-e689600cb09a48d88593edccf2025562-70,CREDIT_CARD,APPROVED,68.58,BRL,6,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
510,959,SIM-e689600cb09a48d88593edccf2025562-71,PIX,APPROVED,132.55,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
511,1322,SIM-e689600cb09a48d88593edccf2025562-72,PIX,APPROVED,111.20,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
512,804,SIM-e689600cb09a48d88593edccf2025562-73,CREDIT_CARD,APPROVED,351.31,BRL,6,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
513,1849,SIM-e689600cb09a48d88593edccf2025562-74,BOLETO,APPROVED,273.47,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
514,444,SIM-e689600cb09a48d88593edccf2025562-75,CREDIT_CARD,PENDING,754.94,BRL,3,sim_gateway_integra,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
515,1764,SIM-e689600cb09a48d88593edccf2025562-76,PIX,PENDING,153.61,BRL,1,sim_gateway_horizonte,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
516,324,SIM-e689600cb09a48d88593edccf2025562-77,CREDIT_CARD,APPROVED,61.66,BRL,2,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
517,882,SIM-e689600cb09a48d88593edccf2025562-78,PIX,APPROVED,245.88,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
518,723,SIM-e689600cb09a48d88593edccf2025562-79,CREDIT_CARD,APPROVED,584.12,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
519,808,SIM-e689600cb09a48d88593edccf2025562-80,PIX,APPROVED,258.89,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
520,614,SIM-e689600cb09a48d88593edccf2025562-81,CREDIT_CARD,APPROVED,679.18,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
521,721,SIM-e689600cb09a48d88593edccf2025562-82,CREDIT_CARD,APPROVED,975.31,BRL,3,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
522,824,SIM-e689600cb09a48d88593edccf2025562-83,CREDIT_CARD,APPROVED,313.02,BRL,3,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
523,683,SIM-e689600cb09a48d88593edccf2025562-84,BOLETO,APPROVED,365.17,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
524,244,SIM-e689600cb09a48d88593edccf2025562-85,CREDIT_CARD,APPROVED,1559.75,BRL,3,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
525,1752,SIM-e689600cb09a48d88593edccf2025562-86,DEBIT_CARD,APPROVED,2303.47,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
526,784,SIM-e689600cb09a48d88593edccf2025562-87,PIX,APPROVED,807.14,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
527,1120,SIM-e689600cb09a48d88593edccf2025562-88,PIX,APPROVED,62.97,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
528,1872,SIM-e689600cb09a48d88593edccf2025562-89,PIX,APPROVED,133.84,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
529,879,SIM-e689600cb09a48d88593edccf2025562-90,CREDIT_CARD,CANCELLED,512.73,BRL,6,sim_gateway_aurora,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
530,582,SIM-e689600cb09a48d88593edccf2025562-91,CREDIT_CARD,APPROVED,343.50,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
531,1065,SIM-e689600cb09a48d88593edccf2025562-92,BOLETO,APPROVED,381.27,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
532,1756,SIM-e689600cb09a48d88593edccf2025562-93,PIX,PENDING,1164.34,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
533,736,SIM-e689600cb09a48d88593edccf2025562-94,PIX,APPROVED,735.10,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
534,1042,SIM-e689600cb09a48d88593edccf2025562-95,PIX,APPROVED,478.92,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
535,825,SIM-e689600cb09a48d88593edccf2025562-96,CREDIT_CARD,APPROVED,2209.74,BRL,3,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
536,1003,SIM-e689600cb09a48d88593edccf2025562-97,CREDIT_CARD,APPROVED,789.43,BRL,6,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
537,1769,SIM-e689600cb09a48d88593edccf2025562-98,DEBIT_CARD,APPROVED,425.87,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
538,994,SIM-e689600cb09a48d88593edccf2025562-99,BOLETO,CANCELLED,405.34,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
539,751,SIM-e689600cb09a48d88593edccf2025562-100,PIX,PENDING,3129.78,BRL,1,sim_gateway_horizonte,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
540,559,SIM-e689600cb09a48d88593edccf2025562-101,CREDIT_CARD,APPROVED,184.80,BRL,3,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
541,305,SIM-e689600cb09a48d88593edccf2025562-102,DEBIT_CARD,APPROVED,347.78,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
542,1931,SIM-e689600cb09a48d88593edccf2025562-103,PIX,APPROVED,98.20,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
543,1678,SIM-e689600cb09a48d88593edccf2025562-104,CREDIT_CARD,APPROVED,55.59,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
544,1552,SIM-e689600cb09a48d88593edccf2025562-105,CREDIT_CARD,APPROVED,378.71,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
545,635,SIM-e689600cb09a48d88593edccf2025562-106,CREDIT_CARD,APPROVED,125.87,BRL,2,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
546,1276,SIM-e689600cb09a48d88593edccf2025562-107,CREDIT_CARD,APPROVED,98.34,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
547,778,SIM-e689600cb09a48d88593edccf2025562-108,PIX,APPROVED,993.29,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
548,1133,SIM-e689600cb09a48d88593edccf2025562-109,PIX,APPROVED,1593.58,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
549,770,SIM-e689600cb09a48d88593edccf2025562-110,CREDIT_CARD,APPROVED,321.68,BRL,6,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
550,1134,SIM-e689600cb09a48d88593edccf2025562-111,BOLETO,APPROVED,134.79,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
551,774,SIM-e689600cb09a48d88593edccf2025562-112,PIX,APPROVED,67.13,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
552,624,SIM-e689600cb09a48d88593edccf2025562-113,PIX,APPROVED,66.78,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
553,522,SIM-e689600cb09a48d88593edccf2025562-114,CREDIT_CARD,APPROVED,546.20,BRL,3,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
554,1948,SIM-e689600cb09a48d88593edccf2025562-115,CREDIT_CARD,APPROVED,222.81,BRL,2,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
555,1629,SIM-e689600cb09a48d88593edccf2025562-116,PIX,CANCELLED,303.20,BRL,1,sim_gateway_horizonte,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
556,1539,SIM-e689600cb09a48d88593edccf2025562-117,PIX,APPROVED,2450.25,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
557,1765,SIM-e689600cb09a48d88593edccf2025562-118,CREDIT_CARD,APPROVED,74.80,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
558,342,SIM-e689600cb09a48d88593edccf2025562-119,CREDIT_CARD,PENDING,353.90,BRL,6,sim_gateway_aurora,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
559,1480,SIM-e689600cb09a48d88593edccf2025562-120,DEBIT_CARD,APPROVED,203.81,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
560,480,SIM-e689600cb09a48d88593edccf2025562-121,CREDIT_CARD,APPROVED,189.41,BRL,3,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
561,1461,SIM-e689600cb09a48d88593edccf2025562-122,PIX,APPROVED,54.21,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
562,1596,SIM-e689600cb09a48d88593edccf2025562-123,PIX,APPROVED,318.78,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
563,1927,SIM-e689600cb09a48d88593edccf2025562-124,PIX,PENDING,114.80,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
564,419,SIM-e689600cb09a48d88593edccf2025562-125,PIX,APPROVED,59.18,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
565,1102,SIM-e689600cb09a48d88593edccf2025562-126,BOLETO,APPROVED,1809.88,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
566,310,SIM-e689600cb09a48d88593edccf2025562-127,PIX,APPROVED,3107.24,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
567,512,SIM-e689600cb09a48d88593edccf2025562-128,PIX,APPROVED,384.31,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
568,1044,SIM-e689600cb09a48d88593edccf2025562-129,PIX,PENDING,484.98,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
569,1653,SIM-e689600cb09a48d88593edccf2025562-130,PIX,APPROVED,158.30,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
570,665,SIM-e689600cb09a48d88593edccf2025562-131,PIX,APPROVED,299.79,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T17:59:58.691080Z,0.00,,,2026-09-07T17:59:58.691080Z,2026-09-07T17:59:58.691080Z
