tracking_id,order_id,shipment_id,tracking_code,carrier,service_level,status,event_description,city,state,country_code,estimated_delivery_at,occurred_at,created_at,updated_at
210,218,218,SIM000000000218,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-10T22:43:54.029480Z,2026-09-05T22:43:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
211,219,219,SIM000000000219,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-10T15:40:54.029480Z,2026-09-05T15:40:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
212,221,221,SIM000000000221,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-11T13:58:54.029480Z,2026-09-06T13:58:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
213,222,222,SIM000000000222,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-09T02:40:54.029480Z,2026-09-04T02:40:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
214,223,223,SIM000000000223,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-09T10:03:54.029480Z,2026-09-04T10:03:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
215,224,224,SIM000000000224,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-12T00:41:54.029480Z,2026-09-07T00:41:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
216,225,225,SIM000000000225,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-10T09:55:54.029480Z,2026-09-05T09:55:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
217,226,226,SIM000000000226,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-09T04:14:54.029480Z,2026-09-04T04:14:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
218,228,228,SIM000000000228,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T18:34:54.029480Z,2026-09-04T18:34:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
219,1991,1991,SIM000000001991,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Maceió,AL,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:32.904865Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
220,2913,2913,SIM000000002913,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio Branco,AC,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.410627Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
221,3271,3271,SIM000000003271,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Salvador,BA,BR,2026-09-12T18:01:15.650470Z,2026-09-13T19:22:37.676409Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
222,3925,3925,SIM000000003925,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio Branco,AC,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:41.004987Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
223,3455,3455,SIM000000003455,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Belém,PA,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:38.838340Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
224,2954,2954,SIM000000002954,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,São Luís,MA,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.540130Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
225,3874,3874,SIM000000003874,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Belo Horizonte,MG,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:40.773281Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
226,3197,3197,SIM000000003197,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,São Luís,MA,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:37.444776Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
227,2347,2347,SIM000000002347,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Macapá,AP,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:34.256836Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
228,815,815,SIM000000000815,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Porto Alegre,RS,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:27.151643Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
229,3591,3591,SIM000000003591,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Macapá,AP,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:39.593399Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
230,1283,1283,SIM000000001283,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,João Pessoa,PB,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:30.052551Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
231,2848,2848,SIM000000002848,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Florianópolis,SC,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.066615Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
232,3593,3593,SIM000000003593,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Brasília,DF,BR,2026-09-12T18:01:15.650470Z,2026-09-13T19:22:39.598150Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
233,1242,1242,SIM000000001242,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,São Paulo,SP,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:29.827507Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
234,898,898,SIM000000000898,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Recife,PE,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:27.766292Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
235,3185,3185,SIM000000003185,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Porto Velho,RO,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:37.417899Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
236,2617,2617,SIM000000002617,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,São Paulo,SP,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:35.192232Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
237,996,996,SIM000000000996,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Campo Grande,MS,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.412782Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
238,3827,3827,SIM000000003827,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Florianópolis,SC,BR,2026-09-12T18:01:15.650470Z,2026-09-13T19:22:40.574342Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
239,3488,3488,SIM000000003488,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Fortaleza,CE,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:39.073110Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
240,2870,2870,SIM000000002870,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Natal,RN,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:36.155106Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
241,2459,2459,SIM000000002459,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,São Luís,MA,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:34.636733Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
242,2406,2406,SIM000000002406,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Teresina,PI,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:34.446780Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
243,2331,2331,SIM000000002331,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Natal,RN,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:34.222994Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
244,3084,3084,SIM000000003084,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Porto Velho,RO,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:37.010752Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
245,1527,1527,SIM000000001527,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio Branco,AC,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:31.153012Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
246,993,993,SIM000000000993,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Natal,RN,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.404696Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
247,367,367,SIM000000000367,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio de Janeiro,RJ,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:24.956466Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
248,1812,1812,SIM000000001812,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Palmas,TO,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:32.283947Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
249,2023,2023,SIM000000002023,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Teresina,PI,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:33.029175Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
250,3303,3303,SIM000000003303,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Campinas,SP,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:37.815124Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
251,2906,2906,SIM000000002906,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio Branco,AC,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.372580Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
252,2204,2204,SIM000000002204,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Porto Velho,RO,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:33.757409Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
253,2874,2874,SIM000000002874,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Natal,RN,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.189743Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
254,974,974,SIM000000000974,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Goiânia,GO,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.300687Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
255,3781,3781,SIM000000003781,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Recife,PE,BR,2026-09-12T18:01:15.650470Z,2026-09-13T19:22:40.424266Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
256,308,308,SIM000000000308,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Belém,PA,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:24.653074Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
257,1126,1126,SIM000000001126,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Teresina,PI,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:29.247931Z,2026-09-13T19:22:50.472136Z,2026-09-13T19:22:50.472136Z
258,2222,2222,SIM000000002222,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Natal,RN,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:33.828851Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
259,2901,2901,SIM000000002901,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Teresina,PI,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.351929Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
260,980,980,SIM000000000980,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Salvador,BA,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.334349Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
261,3823,3823,SIM000000003823,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Vitória,ES,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:40.564164Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
262,309,309,SIM000000000309,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,João Pessoa,PB,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:24.663951Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
263,1134,1134,SIM000000001134,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,João Pessoa,PB,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:29.297889Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
264,3895,3895,SIM000000003895,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Belo Horizonte,MG,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:40.860926Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
265,310,310,SIM000000000310,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Boa Vista,RR,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:24.672357Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
266,2024,2024,SIM000000002024,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Manaus,AM,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:33.031182Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
267,2351,2351,SIM000000002351,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Florianópolis,SC,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:34.272190Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
268,906,906,SIM000000000906,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,João Pessoa,PB,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:27.931413Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
269,605,605,SIM000000000605,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Maceió,AL,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:25.880998Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
270,2255,2255,SIM000000002255,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Campinas,SP,BR,2026-09-12T18:01:15.650470Z,2026-09-13T19:22:33.962816Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
271,2979,2979,SIM000000002979,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Fortaleza,CE,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.630512Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
272,1026,1026,SIM000000001026,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Boa Vista,RR,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.533810Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
273,3267,3267,SIM000000003267,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Recife,PE,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:37.659992Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
274,2062,2062,SIM000000002062,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Manaus,AM,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:33.161810Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
275,345,345,SIM000000000345,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Maceió,AL,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:24.852876Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
276,1475,1475,SIM000000001475,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,João Pessoa,PB,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:30.814715Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
277,2961,2961,SIM000000002961,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Curitiba,PR,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.569157Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
278,2681,2681,SIM000000002681,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Fortaleza,CE,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:35.397363Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
279,977,977,SIM000000000977,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Maceió,AL,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.311929Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
280,1669,1669,SIM000000001669,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Porto Alegre,RS,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:31.775950Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
281,3646,3646,SIM000000003646,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio Branco,AC,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:39.889126Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
282,1356,1356,SIM000000001356,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,São Paulo,SP,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:30.327310Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
283,1677,1677,SIM000000001677,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Goiânia,GO,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:31.804912Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
284,3850,3850,SIM000000003850,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Curitiba,PR,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:40.661767Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
285,2696,2696,SIM000000002696,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Belo Horizonte,MG,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:35.451436Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
286,2012,2012,SIM000000002012,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Campinas,SP,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:32.989455Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
287,3052,3052,SIM000000003052,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Boa Vista,RR,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.921970Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
288,2110,2110,SIM000000002110,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Recife,PE,BR,2026-09-12T18:01:15.650470Z,2026-09-13T19:22:33.381980Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
289,2036,2036,SIM000000002036,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Curitiba,PR,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:33.070205Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
290,385,385,SIM000000000385,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Aracaju,SE,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:25.040973Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
291,1295,1295,SIM000000001295,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Vitória,ES,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:30.104506Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
292,1367,1367,SIM000000001367,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,João Pessoa,PB,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:30.363706Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
293,3785,3785,SIM000000003785,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Natal,RN,BR,2026-09-12T18:01:15.650470Z,2026-09-13T19:22:40.434258Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
294,2482,2482,SIM000000002482,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Maceió,AL,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:34.730117Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
295,3882,3882,SIM000000003882,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Campo Grande,MS,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:40.813822Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
296,1003,1003,SIM000000001003,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Curitiba,PR,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.438972Z,2026-09-13T19:23:36.338981Z,2026-09-13T19:23:36.338981Z
297,2386,2386,SIM000000002386,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,João Pessoa,PB,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:34.396031Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
298,3150,3150,SIM000000003150,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Maceió,AL,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:37.310555Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
299,1559,1559,SIM000000001559,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Belo Horizonte,MG,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:31.360816Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
300,1013,1013,SIM000000001013,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Manaus,AM,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.481676Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
301,373,373,SIM000000000373,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,João Pessoa,PB,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:24.990130Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
302,1849,1849,SIM000000001849,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Recife,PE,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:32.395010Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
303,2066,2066,SIM000000002066,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Recife,PE,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:33.174114Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
304,3376,3376,SIM000000003376,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio Branco,AC,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:38.321116Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
305,2973,2973,SIM000000002973,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Goiânia,GO,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:36.610329Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
306,2250,2250,SIM000000002250,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Campinas,SP,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:33.937592Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
307,2939,2939,SIM000000002939,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio de Janeiro,RJ,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.495918Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
308,992,992,SIM000000000992,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Campinas,SP,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.397947Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
309,3868,3868,SIM000000003868,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio Branco,AC,BR,2026-09-12T18:01:15.650470Z,2026-09-13T19:22:40.734111Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
310,311,311,SIM000000000311,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Macapá,AP,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:24.682043Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
311,1147,1147,SIM000000001147,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,João Pessoa,PB,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:29.339960Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
312,3944,3944,SIM000000003944,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Florianópolis,SC,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:41.078996Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
313,312,312,SIM000000000312,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Recife,PE,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:24.690540Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
314,2050,2050,SIM000000002050,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Teresina,PI,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:33.118137Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
315,2380,2380,SIM000000002380,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Porto Alegre,RS,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:34.375186Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
